DTXSID,PREFERRED_NAME,CASRN,SMILES,multmer_test,inorganic,CAN_SMILES,docking score,MMGBSA,Polymers,isDuplicated,firstOccurred,IMPORTANCE,Primary_Class,Sec_class
DTXSID80329968,"3H,3H-Perfluoroheptane-2,4-dione",20583-66-8,FC(F)(F)C(=O)CC(=O)C(F)(F)C(F)(F)C(F)(F)F,FALSE,FALSE,O=C(C(F)(F)F)CC(=O)C(C(C(F)(F)F)(F)F)(F)F,-7.205,-29.3943,FALSE,FALSE,,,Other aliphatics,FT
DTXSID60730538,"1,1,1,2,5,5,5-Heptafluoro-4-iodo-2-(trifluoromethyl)pentane",922523-98-6,FC(F)(F)C(I)CC(F)(C(F)(F)F)C(F)(F)F,FALSE,FALSE,IC(C(F)(F)F)CC(C(F)(F)F)(C(F)(F)F)F,-7.204,-27.4865,FALSE,FALSE,,,Other aliphatics,Others
DTXSID50785153,"2-{[3-(1,1,2,2,3,3,4,4,4-Nonafluorobutane-1-sulfonyl)propyl]amino}ethyl prop-2-enoate",499776-70-4,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)S(=O)(=O)CCCNCCOC(=O)C=C,FALSE,FALSE,C=CC(=O)OCCNCCCS(=O)(=O)C(C(C(C(F)(F)F)(F)F)(F)F)(F)F,-7.203,-42.4798,FALSE,FALSE,,,Other aliphatics,PASF-based substances
DTXSID60631819,"Hexafluoro(2,2,2-trifluoroethylidene)cyclobutane",61898-37-1,FC(F)(F)C=C1C(F)(F)C(F)(F)C1(F)F,FALSE,FALSE,FC(C=C1C(F)(F)C(C1(F)F)(F)F)(F)F,-7.203,-19.0293,FALSE,FALSE,,,"Other aliphatics, cyclic","Others, cyclic"
DTXSID40895371,"1,1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,9,9-Nonadecafluorotetracosane",113659-16-8,CCCCCCCCCCCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,FALSE,FALSE,CCCCCCCCCCCCCCCC(C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,-7.202,-74.9418,FALSE,FALSE,,,Fluorotelomer PFAA precursors,SFAs
DTXSID00335703,Methyl perfluoroheptanoate,14312-89-1,COC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,FALSE,FALSE,COC(=O)C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,-7.201,-31.366,FALSE,FALSE,,,Other aliphatics,PACF-based substances
DTXSID3031862,Perfluorohexanoic acid,307-24-4,OC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,FALSE,FALSE,OC(=O)C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F,-7.2,-26.7348,FALSE,FALSE,,CA WATERBOARD,PFAAs,PFCAs
DTXSID40896303,"2,2,3,4,4,4-Hexafluoro-3-(trifluoromethyl)butan-1-ol",782390-93-6,OCC(F)(F)C(F)(C(F)(F)F)C(F)(F)F,FALSE,FALSE,OCC(C(C(F)(F)F)(C(F)(F)F)F)(F)F,-7.2,-20.9448,FALSE,FALSE,,,Fluorotelomer PFAA precursors,n:1 FTOHs
DTXSID6071667,Perfluoropentane sulfonamido amine,68555-78-2,CN(C)CCCNS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,FALSE,FALSE,CN(CCCNS(=O)(=O)C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)C,-7.199,-38.3015,FALSE,FALSE,,,Other aliphatics,PASF-based substances
DTXSID70366226,Perfluoropentanamide,355-81-7,NC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)F,FALSE,FALSE,FC(C(C(C(C(=O)N)(F)F)(F)F)(F)F)F,-7.199,-21.479,FALSE,FALSE,,,Other aliphatics,Amide based substances
DTXSID10880158,"Hexane, 1,1,1,2,2,3,3,4,5,5,6,6,6-tridecafluoro-4-(trifluoromethyl)-",558-69-0,FC(F)(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)C(F)(F)F,FALSE,FALSE,FC(C(C(C(C(F)(F)F)(F)F)(C(F)(F)F)F)(F)F)(C(F)(F)F)F,-7.198,-26.5229,FALSE,FALSE,,,Non-PFAA perfluoroalkyls,PFAs
DTXSID50378443,"1-bromo-1,1,2,2-tetrafluorooctane",231630-92-5,CCCCCCC(F)(F)C(F)(F)Br,FALSE,FALSE,CCCCCCC(C(Br)(F)F)(F)F,-7.198,-30.9254,FALSE,FALSE,,,Other aliphatics,Others
DTXSID90507235,Dimethyl decafluoroheptanedioate,54404-53-4,COC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(=O)OC,FALSE,FALSE,COC(=O)C(C(C(C(C(C(=O)OC)(F)F)(F)F)(F)F)(F)F)(F)F,-7.195,-33.2373,FALSE,FALSE,,,Other aliphatics,PACF-based substances
DTXSID90544625,"1,1,3,3,4,4,5,5,6,6,6-Undecafluoro-1-methoxyhexan-2-one",106693-00-9,COC(F)(F)C(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,FALSE,FALSE,COC(C(=O)C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F,-7.195,-28.3257,FALSE,FALSE,,,Other aliphatics,Ether based substances
DTXSID80896327,"(2E)-1,1,1,2,4,4,5,5,5-Nonafluoro-3-(1,1,1,2,3,3,3-heptafluoropropan-2-yl)pent-2-ene",58621-72-0,F\C(=C(\C(F)(F)C(F)(F)F)C(F)(C(F)(F)F)C(F)(F)F)C(F)(F)F,FALSE,FALSE,FC(=C(C(C(F)(F)F)(C(F)(F)F)F)C(C(F)(F)F)(F)F)C(F)(F)F,-7.192,-26.7324,FALSE,FALSE,,,Non-PFAA perfluoroalkyls,PFAenes
DTXSID10519219,Tetradecafluoroheptan-4-one,378-90-5,FC(F)(F)C(F)(F)C(F)(F)C(=O)C(F)(F)C(F)(F)C(F)(F)F,FALSE,FALSE,O=C(C(C(C(F)(F)F)(F)F)(F)F)C(C(C(F)(F)F)(F)F)(F)F,-7.192,-29.2266,FALSE,FALSE,,,Non-PFAA perfluoroalkyls,PFAKs
DTXSID30574345,"6-Chloro-2,2,3,3,4,4,5,5,6,6-decafluorohexanoyl fluoride",335-52-4,FC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)Cl,FALSE,FALSE,FC(=O)C(C(C(C(C(Cl)(F)F)(F)F)(F)F)(F)F)(F)F,-7.192,-26.6141,FALSE,FALSE,,,Other aliphatics,Others
DTXSID70896578,"2,2,3,4,4,5,5,5-Octafluoro-3-(1,1,1,2,3,3,3-heptafluoropropan-2-yl)pentanoic acid",1882109-68-3,OC(=O)C(F)(F)C(F)(C(F)(F)C(F)(F)F)C(F)(C(F)(F)F)C(F)(F)F,FALSE,FALSE,OC(=O)C(C(C(C(F)(F)F)(C(F)(F)F)F)(C(C(F)(F)F)(F)F)F)(F)F,-7.188,-31.5188,FALSE,FALSE,,,PFAAs,PFCAs
DTXSID80871634,1-Hydroperfluoroheptane,375-83-7,FC(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,FALSE,FALSE,FC(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)F,-7.187,-26.426,FALSE,FALSE,,,Other aliphatics,Polyfluoralkanes
DTXSID70275965,Perfluoro-4-(perfluoroethyl)cyclohexylsulfonic acid,646-83-3,OS(=O)(=O)C1(F)C(F)(F)C(F)(F)C(F)(C(F)(F)C(F)(F)F)C(F)(F)C1(F)F,FALSE,FALSE,FC(C1(F)C(F)(F)C(F)(F)C(C(C1(F)F)(F)F)(F)S(=O)(=O)O)(C(F)(F)F)F,-7.186,-35.0774,FALSE,FALSE,,,"PFAAs, cyclic","PFSAs, cyclic"
DTXSID80562853,"3,3,4,4,5,5,5-Heptafluoropentyl 2-methylprop-2-enoate",2145-81-5,CC(=C)C(=O)OCCC(F)(F)C(F)(F)C(F)(F)F,FALSE,FALSE,CC(=C)C(=O)OCCC(C(C(F)(F)F)(F)F)(F)F,-7.185,-30.5591,FALSE,FALSE,,,Fluorotelomer PFAA precursors,n:2 FTMACs
DTXSID90533615,"1,1,1,2,2,3,3,4,5,5,5-Undecafluoro-4-(pentafluoroethoxy)pentane",92978-07-9,FC(F)(F)C(F)(F)OC(F)(C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)F,FALSE,FALSE,FC(C(OC(C(C(C(F)(F)F)(F)F)(F)F)(C(F)(F)F)F)(F)F)(F)F,-7.183,-28.847,FALSE,FALSE,,,Other aliphatics,Ether based substances
DTXSID00578936,Methyl perfluoropentyl ketone,7/8/2708,CC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,FALSE,FALSE,CC(=O)C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F,-7.183,-24.9144,FALSE,FALSE,,,Other aliphatics,Others
DTXSID20459495,"1,1,1,2,2,3,3,4,4-Nonafluorohexane",38436-17-8,CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,FALSE,FALSE,CCC(C(C(C(F)(F)F)(F)F)(F)F)(F)F,-7.183,-22.824,FALSE,FALSE,,,Fluorotelomer PFAA precursors,SFAs
DTXSID70348047,2-(2-Iodoethyl)perfluoropropane,99324-96-6,FC(F)(F)C(F)(CCI)C(F)(F)F,FALSE,FALSE,ICCC(C(F)(F)F)(C(F)(F)F)F,-7.183,-22.9258,FALSE,FALSE,,,Fluorotelomer PFAA precursors,n:2 FTIs
DTXSID80336758,"Ethyl 2-acetyl-3,3,4,4,5,5,5-heptafluoropentanoate",189237-57-8,CCOC(=O)C(C(C)=O)C(F)(F)C(F)(F)C(F)(F)F,FALSE,FALSE,CCOC(=O)C(C(C(C(F)(F)F)(F)F)(F)F)C(=O)C,-7.182,-32.0032,FALSE,FALSE,,,Other aliphatics,Ether based substances
DTXSID20829831,"6-(Heptafluoropropyl)-2-sulfanylidene-2,3-dihydropyrimidin-4(1H)-one",88191-88-2,FC(F)(F)C(F)(F)C(F)(F)C1=CC(=O)NC(=S)N1,FALSE,FALSE,O=c1cc([nH]c(=S)[nH]1)C(C(C(F)(F)F)(F)F)(F)F,-7.178,-28.171,FALSE,FALSE,,,Side-chain aromatics,Others
DTXSID80459577,"2H-Pyran-2-carbonyl fluoride, 2,3,3,4,4,5,5,6,6-nonafluorotetrahydro-",65601-67-4,FC(=O)C1(F)OC(F)(F)C(F)(F)C(F)(F)C1(F)F,FALSE,FALSE,FC(=O)C1(F)OC(F)(F)C(C(C1(F)F)(F)F)(F)F,-7.175,-24.7418,FALSE,FALSE,,,"Other aliphatics, cyclic","Others, cyclic"
DTXSID60400587,Nonafluoropentanamide,13485-61-5,NC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,FALSE,FALSE,NC(=O)C(C(C(C(F)(F)F)(F)F)(F)F)(F)F,-7.175,-21.6214,FALSE,FALSE,,,Other aliphatics,Amide based substances
DTXSID7047566,Perfluorohexyl iodide,355-43-1,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)I,FALSE,FALSE,FC(C(C(C(C(I)(F)F)(F)F)(F)F)(F)F)(C(F)(F)F)F,-7.174,-26.5658,FALSE,FALSE,,Commercially Available,Perfluoro PFAA precursors,PFAIs
DTXSID40881350,"4,8-Dioxa-3H-perfluorononanoic acid",919005-14-4,OC(=O)C(F)(F)C(F)OC(F)(F)C(F)(F)C(F)(F)OC(F)(F)F,FALSE,FALSE,OC(=O)C(C(OC(C(C(OC(F)(F)F)(F)F)(F)F)(F)F)F)(F)F,-7.173,-33.8165,FALSE,FALSE,,CA WATERBOARD,Other aliphatics,PACF-based substances
DTXSID10895469,"1,1,1,2,2,3,3,4,4,5,5,6,6-Tridecafluoro-6-methoxyhexane",226909-72-4,COC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,FALSE,FALSE,COC(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,-7.171,-28.157,FALSE,FALSE,,,Other aliphatics,Ether based substances
DTXSID30836652,"2,2,3,3,4,4,5,5,6-Nonafluoro-6-iodooxane",827601-56-9,FC1(F)OC(F)(I)C(F)(F)C(F)(F)C1(F)F,FALSE,FALSE,FC1(F)C(F)(F)OC(C(C1(F)F)(F)F)(F)I,-7.171,-23.7955,FALSE,FALSE,,,"Other aliphatics, cyclic","Others, cyclic"
DTXSID50379713,"3,3,4,4,5,5,6,6,6-nonafluoro-1-nitrohex-1-ene",306935-66-0,[O-][N+](=O)C=CC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,FALSE,FALSE,FC(C(C(C(F)(F)F)(F)F)(F)F)(C=C[N+](=O)[O-])F,-7.171,-28.1903,FALSE,FALSE,,,Other aliphatics,Others
DTXSID80880221,"Trifluoro(1,1,2,2,3,4,4-heptafluorobut-3-enyl)oxirane",15453-10-8,FC(F)=C(F)C(F)(F)C(F)(F)C1(F)OC1(F)F,FALSE,FALSE,FC(=C(C(C(C1(F)OC1(F)F)(F)F)(F)F)F)F,-7.17,-21.4196,FALSE,FALSE,,,"Other aliphatics, cyclic","Others, cyclic"
DTXSID30848033,"3,4,4,5,5,6,6,6-Octafluoro-1-methoxyhex-2-ene",90292-38-9,COCC=C(F)C(F)(F)C(F)(F)C(F)(F)F,FALSE,FALSE,COCC=C(C(C(C(F)(F)F)(F)F)(F)F)F,-7.17,-27.0152,FALSE,FALSE,,,Other aliphatics,Ether based substances
DTXSID90516569,"4,4,5,5,6,6,7,7,7-Nonafluoroheptan-2-one",86358-19-2,CC(=O)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,FALSE,FALSE,CC(=O)CC(C(C(C(F)(F)F)(F)F)(F)F)(F)F,-7.165,-26.5844,FALSE,FALSE,,,Other aliphatics,Others
DTXSID20881131,Sodium 4-(perfluoro-2-(butan-2-yl)-3-ethyl-3-methylpent-1-en-1-yloxy)benzenesulfonate,94042-95-2,[Na+].[O-]S(=O)(=O)C1=CC=C(OC(F)=C(C(F)(C(F)(F)F)C(F)(F)C(F)(F)F)C(C(F)(F)F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F)C=C1,TRUE,FALSE,FC(=C(C(C(C(F)(F)F)(F)F)(C(C(F)(F)F)(F)F)C(F)(F)F)C(C(C(F)(F)F)(F)F)(C(F)(F)F)F)Oc1ccc(cc1)S(=O)(=O)O,-7.162,-62.1883,FALSE,FALSE,,,Side-chain aromatics,Others
DTXSID40507664,"1,1,2,2,3,3,4,4,5,5,6,6,7-Tridecafluoroheptane",11/4/2708,FCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)F,FALSE,FALSE,FCC(C(C(C(C(C(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,-7.162,-25.3491,FALSE,FALSE,,,Other aliphatics,Others
DTXSID70188389,"3,3,4,4,5,5,6,6,6-Nonafluorohexyl nitrate",34839-44-6,[O-][N+](=O)OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,FALSE,FALSE,FC(C(C(C(F)(F)F)(F)F)(F)F)(CCO[N+](=O)[O-])F,-7.161,-32.2037,FALSE,FALSE,,,Other aliphatics,Others
DTXSID30895486,"2-(Heptafluoropropyl)-1,3-dioxolane",109799-66-8,FC(F)(F)C(F)(F)C(F)(F)C1OCCO1,FALSE,FALSE,FC(C(C(F)(F)F)(F)F)(C1OCCO1)F,-7.16,-25.5163,FALSE,FALSE,,,"Other aliphatics, cyclic","Others, cyclic"
DTXSID80881238,"[2,3,3,3-Tetrafluoro-2-(trifluoromethyl)propyl]oxirane",74328-57-7,FC(F)(F)C(F)(CC1CO1)C(F)(F)F,FALSE,FALSE,FC(C(F)(F)F)(C(F)(F)F)CC1OC1,-7.158,-21.4602,FALSE,FALSE,,,"Other aliphatics, cyclic","Others, cyclic"
DTXSID80826669,"1,1,1,2,2,3,3,5,6,6,6-Undecafluoro-4,4,5-tris(trifluoromethyl)hexane",86714-23-0,FC(F)(F)C(F)(F)C(F)(F)C(C(F)(F)F)(C(F)(F)F)C(F)(C(F)(F)F)C(F)(F)F,FALSE,FALSE,FC(C(C(C(C(C(F)(F)F)(C(F)(F)F)F)(C(F)(F)F)C(F)(F)F)(F)F)(F)F)(F)F,-7.156,-30.6451,FALSE,FALSE,,,Non-PFAA perfluoroalkyls,PFAs
DTXSID20505825,"3,3,4,4,5,5,6,6,6-Nonafluorohex-1-yne",59665-30-4,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C#C,FALSE,FALSE,C#CC(C(C(C(F)(F)F)(F)F)(F)F)(F)F,-7.156,-24.1333,FALSE,FALSE,,,Other aliphatics,Others
DTXSID2070217,18:2 Fluorotelomer iodide,65104-63-4,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCI,FALSE,FALSE,ICCC(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,-7.155,-69.5792,FALSE,FALSE,,,Fluorotelomer PFAA precursors,n:2 FTIs
DTXSID60896688,"(1E)-1,2,3,3,4,4,5,5,6,6,6-Undecafluoro-1-methoxyhex-1-ene",62949-64-8,CO\C(F)=C(/F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,FALSE,FALSE,COC(=C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)F)F,-7.154,-26.783,FALSE,FALSE,,,Other aliphatics,Ether based substances
DTXSID80895214,"(1E)-1,2,3,3,4,4,5,5,6,6,6-Undecafluorohex-1-ene",391199-64-7,F\C=C(\F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,FALSE,FALSE,FC=C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)F,-7.154,-24.3244,FALSE,FALSE,,,Other aliphatics,Others
DTXSID60895959,"N-[3-(Dimethylamino)propyl]-2,2,3,3,4,4,4-heptafluorobutanamide",64790-29-0,CN(C)CCCNC(=O)C(F)(F)C(F)(F)C(F)(F)F,FALSE,FALSE,CN(CCCNC(=O)C(C(C(F)(F)F)(F)F)(F)F)C,-7.153,-34.8791,FALSE,FALSE,,,Other aliphatics,FT
DTXSID80310730,Octafluoroadipamide,355-66-8,NC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(N)=O,FALSE,FALSE,NC(=O)C(C(C(C(C(=O)N)(F)F)(F)F)(F)F)(F)F,-7.152,-24.551,FALSE,FALSE,,,Other aliphatics,Amide based substances
DTXSID10896592,"2,3,3,4,4,5,5,6,6,6-Decafluoro-2-(pentafluoroethyl)hexanoic acid",35605-76-6,OC(=O)C(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,FALSE,FALSE,OC(=O)C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(C(C(F)(F)F)(F)F)F,-7.151,-33.9467,FALSE,FALSE,,,PFAAs,PFCAs
DTXSID00382171,2(Perfluoro-2-propyl)ethanol,90999-87-4,OCCC(F)(C(F)(F)F)C(F)(F)F,FALSE,FALSE,OCCC(C(F)(F)F)(C(F)(F)F)F,-7.151,-21.8267,FALSE,FALSE,,,Fluorotelomer PFAA precursors,n:2 FTOHs
DTXSID9059830,Perfluoroheptanesulphonyl fluoride,335-71-7,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)S(F)(=O)=O,FALSE,FALSE,FC(C(C(C(C(C(S(=O)(=O)F)(F)F)(F)F)(F)F)(F)F)(F)F)(C(F)(F)F)F,-7.15,-30.8481,FALSE,FALSE,,Commercially Available,Perfluoro PFAA precursors,PASFs
DTXSID70895965,"2-(2,2,3,3,4,4,4-Heptafluorobutanoyl)hydrazine-1-carboximidamide",25978-98-7,NC(=N)NNC(=O)C(F)(F)C(F)(F)C(F)(F)F,FALSE,FALSE,O=C(C(C(C(F)(F)F)(F)F)(F)F)NNC(=N)N,-7.149,-25.8763,FALSE,FALSE,,,Other aliphatics,Others
DTXSID50382141,3:2 Fluorotelomer alcohol,755-40-8,OCCC(F)(F)C(F)(F)C(F)(F)F,FALSE,FALSE,OCCC(C(C(F)(F)F)(F)F)(F)F,-7.149,-22.868,FALSE,FALSE,,,Fluorotelomer PFAA precursors,n:2 FTOHs
DTXSID10379254,"1H,1H-Heptafluorobutyl epoxide",1765-92-0,FC(F)(F)C(F)(F)C(F)(F)CC1CO1,FALSE,FALSE,FC(C(C(F)(F)F)(F)F)(CC1OC1)F,-7.145,-21.3853,FALSE,FALSE,,,"Other aliphatics, cyclic","Others, cyclic"
DTXSID60880148,3:2 Fluorotelomer iodide,1513-88-8,FC(F)(F)C(F)(F)C(F)(F)CCI,FALSE,FALSE,ICCC(C(C(F)(F)F)(F)F)(F)F,-7.144,-23.2204,FALSE,FALSE,,,Fluorotelomer PFAA precursors,n:2 FTIs
DTXSID20881010,"1,1,1,2,3,4,5,5,5-Nonafluoro-2-(trifluoromethyl)pentane",85720-78-1,FC(C(F)C(F)(C(F)(F)F)C(F)(F)F)C(F)(F)F,FALSE,FALSE,FC(C(F)(F)F)C(C(C(F)(F)F)(C(F)(F)F)F)F,-7.142,-23.2334,FALSE,FALSE,,,Other aliphatics,Others
DTXSID70896376,"2-Fluoro-4,6-bis(1,1,1,2,3,3,3-heptafluoropropan-2-yl)-1,3,5-triazine",10271-36-0,Fc1nc(nc(n1)C(F)(C(F)(F)F)C(F)(F)F)C(F)(C(F)(F)F)C(F)(F)F,FALSE,FALSE,Fc1nc(nc(n1)C(C(F)(F)F)(C(F)(F)F)F)C(C(F)(F)F)(C(F)(F)F)F,-7.14,-34.9161,FALSE,FALSE,,,Side-chain aromatics,Others
DTXSID40896601,"2,2,3,3,5,5,6,6,6-Nonafluoro-4,4-bis(trifluoromethyl)hexanoic acid",1192593-79-5,OC(=O)C(F)(F)C(F)(F)C(C(F)(F)F)(C(F)(F)F)C(F)(F)C(F)(F)F,FALSE,FALSE,OC(=O)C(C(C(C(C(F)(F)F)(F)F)(C(F)(F)F)C(F)(F)F)(F)F)(F)F,-7.14,-33.5191,FALSE,FALSE,,,PFAAs,PFCAs
DTXSID50896531,"1,1,1,3,4,4,4-Heptafluoro-3-(heptafluoropropoxy)-2-(trifluoromethyl)butan-2-yl prop-2-enoate",1622868-66-9,FC(F)(F)C(F)(F)C(F)(F)OC(F)(C(F)(F)F)C(OC(=O)C=C)(C(F)(F)F)C(F)(F)F,FALSE,FALSE,C=CC(=O)OC(C(C(F)(F)F)(OC(C(C(F)(F)F)(F)F)(F)F)F)(C(F)(F)F)C(F)(F)F,-7.137,-38.181,FALSE,FALSE,,,Other aliphatics,Ether based substances
DTXSID10880118,"Perfluoro-2,3-dimethylpentane",335-14-8,FC(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(C(F)(F)F)C(F)(F)F,FALSE,FALSE,FC(C(C(C(C(F)(F)F)(C(F)(F)F)F)(C(F)(F)F)F)(F)F)(F)F,-7.136,-26.4878,FALSE,FALSE,,,Non-PFAA perfluoroalkyls,PFAs
DTXSID80402088,Perfluoro-2-hexene,1584-00-5,FC(=C(F)C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F,FALSE,FALSE,FC(=C(C(C(C(F)(F)F)(F)F)(F)F)F)C(F)(F)F,-7.136,-21.2533,FALSE,FALSE,,,Non-PFAA perfluoroalkyls,PFAenes
DTXSID20895430,Undecafluorohexanoyl chloride,335-53-5,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(Cl)=O,FALSE,FALSE,ClC(=O)C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F,-7.134,-27.0087,FALSE,FALSE,,,Other aliphatics,Others
DTXSID10455502,"Pentane, 5-chloro-1,1,2,2,3,3,4,4-octafluoro-",755-21-5,FC(F)C(F)(F)C(F)(F)C(F)(F)CCl,FALSE,FALSE,ClCC(C(C(C(F)F)(F)F)(F)F)(F)F,-7.134,-23.1958,FALSE,FALSE,,,Other aliphatics,Others
DTXSID10881362,"3-[[[4-[(Heptadecafluorononenyl)oxy]phenyl]sulfonyl]amino]-N,N,N-trimethyl-1-propanaminium, iodide",59493-70-8,[I-].C[N+](C)(C)CCCNS(=O)(=O)C1=CC=C(OC(F)=C(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C=C1,TRUE,FALSE,FC(=C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)F)Oc1ccc(cc1)S(=O)(=O)NCCC[N+](C)(C)C,-7.131,-74.1265,FALSE,FALSE,,,Side-chain aromatics,Others
DTXSID60599647,"1,1,1,2,2,3,3-Heptafluoroheptane",152076-35-2,CCCCC(F)(F)C(F)(F)C(F)(F)F,FALSE,FALSE,CCCCC(C(C(F)(F)F)(F)F)(F)F,-7.131,-23.7825,FALSE,FALSE,,,Fluorotelomer PFAA precursors,SFAs
DTXSID40567687,"3,3,4,4,5,5,6,6-Octafluorooctane-1,8-diamine",94403-06-2,NCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)CCN,FALSE,FALSE,NCCC(C(C(C(CCN)(F)F)(F)F)(F)F)(F)F,-7.131,-23.2794,FALSE,FALSE,,,Other aliphatics,Others
DTXSID70465985,"Hexane, 1,1,1,2,2,3,3,4,4,5,6,6,6-tridecafluoro-5-(trifluoromethyl)-",36610-38-5,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F,FALSE,FALSE,FC(C(C(C(C(C(F)(F)F)(C(F)(F)F)F)(F)F)(F)F)(F)F)(F)F,-7.13,-25.6359,FALSE,FALSE,,,Non-PFAA perfluoroalkyls,PFAs
DTXSID30895183,"5,5,6,6,7,7,7-Heptafluorohept-3-ene",355-98-6,CCC=CC(F)(F)C(F)(F)C(F)(F)F,FALSE,FALSE,CCC=CC(C(C(F)(F)F)(F)F)(F)F,-7.129,-25.0393,FALSE,FALSE,,,Fluorotelomer PFAA precursors,SFAenes
DTXSID00895574,"1,1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10-Henicosafluorohexacos-11-ene",1244062-18-7,CCCCCCCCCCCCCCC=CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,FALSE,FALSE,CCCCCCCCCCCCCCC=CC(C(C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,-7.128,-74.9628,FALSE,FALSE,,,Fluorotelomer PFAA precursors,SFAenes
DTXSID20337244,2-Perfluoropropyl-2-propanol,355-22-6,CC(C)(O)C(F)(F)C(F)(F)C(F)(F)F,FALSE,FALSE,CC(C(C(C(F)(F)F)(F)F)(F)F)(O)C,-7.128,-21.4988,FALSE,FALSE,,,Other aliphatics,Others
